0,0,0,385,120
0,0,1,386,120
0,0,2,387,120
0,0,3,388,120
0,0,4,389,120
0,0,5,390,120
0,0,6,391,120
0,0,7,392,120
0,0,8,393,120
0,0,9,394,120
0,0,10,395,120
0,0,11,396,120
0,0,12,397,120
0,0,13,398,120
0,0,14,399,120
0,0,15,400,120
0,0,15,400,120
0,0,16,401,119
0,0,17,402,118
0,0,18,403,117
0,0,19,404,116
0,0,20,405,115
0,0,21,406,114
0,0,22,407,113
0,0,23,408,112
0,0,24,409,111
0,0,25,410,110
0,0,25,410,110
0,0,26,410,109
0,0,27,411,108
0,0,28,411,107
0,0,29,411,106
0,0,30,411,105
0,0,31,412,104
0,0,32,412,103
0,0,33,412,102
0,0,34,413,101
0,0,35,413,100
0,0,36,413,99
0,0,37,414,98
0,0,38,414,97
0,0,39,414,96
0,0,40,414,95
0,0,41,415,94
0,0,42,415,93
0,0,43,415,92
0,0,44,416,91
0,0,45,416,90
0,0,46,416,89
0,0,47,416,88
0,0,48,417,87
0,0,49,417,86
0,0,50,417,85
0,0,51,418,84
0,0,52,418,83
0,0,53,418,82
0,0,54,419,81
0,0,55,419,80
0,0,56,419,79
0,0,57,419,78
0,0,58,420,77
0,0,59,420,76
0,0,60,420,75
0,0,61,421,74
0,0,62,421,73
0,0,63,421,72
0,0,64,421,71
0,0,65,422,70
0,0,66,422,69
0,0,67,422,68
0,0,68,423,67
0,0,69,423,66
0,0,70,423,65
0,0,71,424,64
0,0,72,424,63
0,0,73,424,62
0,0,74,424,61
0,0,75,425,60
0,0,76,425,59
0,0,76,425,59
0,0,77,424,60
0,0,78,423,61
0,0,79,423,62
0,0,80,422,63
0,0,81,421,64
0,0,82,420,65
0,0,83,420,66
0,0,84,419,67
0,0,85,418,68
0,0,86,417,69
0,0,87,417,70
0,0,88,416,71
0,0,89,415,72
0,0,90,414,73
0,0,91,414,74
0,0,92,413,75
0,1,0,385,110
0,1,1,386,110
0,1,2,387,109
0,1,3,388,109
0,1,4,389,109
0,1,5,390,108
0,1,6,391,108
0,1,7,392,108
0,1,8,393,107
0,1,9,394,107
0,1,10,395,107
0,1,11,396,106
0,1,12,397,106
0,1,13,398,106
0,1,14,399,105
0,1,15,400,105
0,1,16,401,105
0,1,17,402,104
0,1,18,403,104
0,1,19,404,104
0,1,20,405,103
0,1,21,406,103
0,1,22,407,103
0,1,23,408,102
0,1,24,409,102
0,1,25,410,102
0,1,26,411,101
0,1,27,412,101
0,1,28,413,101
0,1,29,414,100
0,1,30,415,100
0,1,30,415,100
0,1,31,415,99
0,1,32,415,98
0,1,33,415,97
0,1,34,415,96
0,1,35,414,95
0,1,36,414,94
0,1,37,414,93
0,1,38,414,92
0,1,39,414,91
0,1,40,414,90
0,1,41,414,89
0,1,42,414,88
